pid,sem,month_year,gpa,result,ECategory,Hobby,Hobby_level,Name,acadyear,stat,ssc,hsc,cet,diploma
198731,4.0,01-05-2023,0,0,others,nil,school,Amit Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198732,4.0,01-05-2023,0,0,hobbies,playing keyboard and guitar,school,Anne Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198733,4.0,01-05-2023,0,0,hobbies,arts,school,Stephen Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198734,4.0,01-05-2023,7.96,1,others,garba,school,Varun Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198735,4.0,01-05-2023,7.79,1,sports,volley ball;cricket,school,Vikram Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198736,4.0,01-05-2023,8.08,1,games,playing- chess,school,Kavita Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198737,4.0,01-05-2023,7.25,1,hobbies,hobbies are playing- chess; volleyball;table tennis;cricket,school,Elizabeth Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198738,4.0,01-05-2023,7.25,1,others,1st prize in technical quiz competition,state,Lucas Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198739,4.0,01-05-2023,0,0,hobbies,"guitar,singing",school,Deepak Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198740,4.0,01-05-2023,7.67,1,cultural,"winner in paper presentation in pravin patil institute of technology,1st prize in paper presentation in vidyalankar institute of technology,winner in quiz in vasant dada patil institute of technology,winner in debate competition in babasaheb gawde institute of technology.",state,Francis Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198741,4.0,01-05-2023,8.88,1,hobbies,debate,school,Deepak Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198742,4.0,01-05-2023,7.63,1,sports,football,school,Meera Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198743,4.0,01-05-2023,6.96,1,sports,football,school,Sana Baig,2024-2025,regular,91.8,0.0,90.43505,88.86
198744,4.0,01-05-2023,6.54,1,cultural,interschool dance competition ,school,Lucas Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198745,4.0,01-05-2023,7.17,1,hobbies,intermediate grade drawing examination ,state,Vikram Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198746,4.0,01-05-2023,7.04,1,sports,"cycling, kabaddi",school,Teresa Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198747,4.0,01-05-2023,8.5,1,games,"chess, carrom",school,Anne Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198748,4.0,01-05-2023,7.08,1,hobbies,reading,school,Sneha Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198749,4.0,01-05-2023,5.83,1,sports,thang-ta ,national,Manish Agarwal,2024-2025,regular,91.8,0.0,90.43505,88.86
198750,4.0,01-05-2023,8.38,1,games,taekwon-do,district,Rashid Malik,2024-2025,regular,91.8,0.0,90.43505,88.86
198751,4.0,01-05-2023,7.96,1,cultural,thang-ta,national,Christopher Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198752,4.0,01-05-2023,7.04,1,hobbies,cricket,state,Rahul Choudhary,2024-2025,regular,91.8,0.0,90.43505,88.86
198753,4.0,01-05-2023,10,1,sports,bronze medal in 1st maharashtra state level karate championship 2007,state,Catherine Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198754,4.0,01-05-2023,7.04,1,sports,district level football,district,Anne Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198755,4.0,01-05-2023,7.88,1,cultural,event organization,school,Lucas Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198756,4.0,01-05-2023,7.29,1,others,organization of events and college festival ,school,Ramesh Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198757,4.0,01-05-2023,8.42,1,cultural,dance,school,Fatima Gul,2024-2025,regular,91.8,0.0,90.43505,88.86
198758,4.0,01-05-2023,6.58,1,sports,basketball,district,Anne Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198759,4.0,01-05-2023,9.5,1,cultural,choir,school,Anthony Coelho,2024-2025,regular,91.8,0.0,90.43505,88.86
198760,4.0,01-05-2023,7.25,1,hobbies,"singing, music, reading",school,Deepak Agarwal,2024-2025,regular,91.8,0.0,90.43505,88.86
198761,4.0,01-05-2023,7.21,1,sports,"runnning, long jump, high jump, relay run",school,Simon Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198762,4.0,01-05-2023,7.79,1,games,badminton,school,Rahul Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198763,4.0,01-05-2023,7.46,1,cultural,singing and dancing,school,Stephen Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198764,4.0,01-05-2023,9.29,1,hobbies,travelling,school,Rahul Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198765,4.0,01-05-2023,9.38,1,sports,"kabbadi,kho_kho,running,high_jump,shot_put",school,Anthony Castro,2024-2025,regular,91.8,0.0,90.43505,88.86
198766,4.0,01-05-2023,7.98,1,games,relay,school,Junaid Ansari,2024-2025,regular,91.8,0.0,90.43505,88.86
198767,4.0,01-05-2023,8.13,1,others,paper-presentation,national,Rohit Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198768,4.0,01-05-2023,8.58,1,sports,discuss throw 3rd prize two times,school,Rajesh Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198769,4.0,01-05-2023,6.13,1,others,certificate of merit in c  certificate of participation in nsc(national linux security),school,Vikram Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198770,4.0,01-05-2023,8.33,1,sports,discuss throw 3rd prize two times,school,Anjali Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198771,4.0,01-05-2023,0,0,others,certificate of merit in c  certificate of participation in nsc(national linux security),school,Mary Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198772,4.0,01-05-2023,8.83,1,cultural,winner of project competition in  bhausaheb vartak polytechnic,school,Stephen Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198773,4.0,01-05-2023,7.71,1,hobbies,"i like to travel at different places,watching televisiongardening,reading",school,Deepak Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198774,4.0,01-05-2023,9.48,1,others,in yoga competition in bhausaheb vartak polytechnic,school,Imran Khan,2024-2025,regular,91.8,0.0,90.43505,88.86
198775,4.0,01-05-2023,0,0,others,paper-presentation,national,Rashid Chaudhry,2024-2025,regular,91.8,0.0,90.43505,88.86
198776,4.0,01-05-2023,0,0,sports,volleyball (school level as well as participation in district level),district,Rajesh Agarwal,2024-2025,regular,91.8,0.0,90.43505,88.86
198777,4.0,01-05-2023,7.13,1,cultural,science skit (nature club) ,district,Ramesh Nair,2024-2025,regular,91.8,0.0,90.43505,88.86
198778,4.0,01-05-2023,7.83,1,hobbies,"music, writing, and sports",school,David Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198779,4.0,01-05-2023,6.96,1,hobbies,"singing, drawing and desighning.",school,Aarav Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198780,4.0,01-05-2023,8.71,1,hobbies,"singing, drawing and desighning.",school,Rajesh Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198781,4.0,01-05-2023,8.21,1,hobbies,"singing, drawing and desining.",school,Deepak Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198782,4.0,01-05-2023,8.42,1,hobbies,"singing, drawing.",school,Aarav Bansal,2024-2025,regular,91.8,0.0,90.43505,88.86
198783,4.0,01-05-2023,9.67,1,cultural,participated in cultural event of diploma college in all 3 years,school,Stephen Rodrigues,2024-2025,regular,91.8,0.0,90.43505,88.86
198784,4.0,01-05-2023,9.04,1,cultural,participated in cultural event of diploma college in all 3 years,school,Stephen Machado,2024-2025,regular,91.8,0.0,90.43505,88.86
198785,4.0,01-05-2023,6.58,1,cultural,participated in cultural event of diploma college in all 3 years,school,Francis Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198786,4.0,01-05-2023,8.06,1,cultural,participated in cultural event of diploma college in all 3 years,school,Rahul Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198787,4.0,01-05-2023,9.38,1,sports,participated in cricket tournament,school,David Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198788,4.0,01-05-2023,8.75,1,games,participated in chess and carrom tournament,school,Catherine Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
198789,4.0,01-05-2023,6.67,1,cultural,participated in cultural event of diploma college in all 3 years,school,Rajesh Ghosh,2024-2025,regular,91.8,0.0,90.43505,88.86
198790,4.0,01-05-2023,7.33,1,hobbies,painting,school,Kiran Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198791,4.0,01-05-2023,6.75,1,sports,participated in cricket tournament,school,Pooja Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198792,4.0,01-05-2023,8.13,1,games,participated in chess and carrom tournament,school,Thomas Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198793,4.0,01-05-2023,9.31,1,cultural,participated in cultural event of diploma college in all 3 years,school,Simon Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198794,4.0,01-05-2023,7.33,1,hobbies,painting,school,Thomas D’Costa,2024-2025,regular,91.8,0.0,90.43505,88.86
198795,4.0,01-05-2023,0,0,others,.,school,Christopher Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198796,4.0,01-05-2023,8,1,cultural,participated in cultural festival in diploma college in all 3 years,school,Stephen Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198797,4.0,01-05-2023,0,0,sports,footbool,school,Teresa Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198798,4.0,01-05-2023,0,0,games,carrom,school,Omar Kazmi,2024-2025,regular,91.8,0.0,90.43505,88.86
198799,4.0,01-05-2023,7.67,1,hobbies,"cycling,playing soccer,cricket. ",school,Bilal Rehman,2024-2025,regular,91.8,0.0,90.43505,88.86
198800,4.0,01-05-2023,7.39,1,sports,badminton,state,Neha Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198801,2.0,01-05-2023,9.05,1,games,chess,district,Ayesha Syed,2024-2025,regular,91.8,0.0,90.43505,88.86
198802,2.0,01-05-2023,8.2,1,sports,cricket,school,Ayesha Gul,2024-2025,regular,91.8,0.0,90.43505,88.86
198803,4.0,01-05-2023,8.67,1,sports,"badminton,swimming,  cricket, foot ball, volley ball,shot put",district,Anne D’Mello,2024-2025,regular,91.8,0.0,90.43505,88.86
198804,4.0,01-05-2023,0,0,games,chess,district,Pooja Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198805,2.0,01-05-2023,8.55,1,cultural,acting in  annual programme,school,Sanjay Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198806,2.0,01-05-2023,9,1,hobbies,"reading books, listening music",school,Mary Sequeira,2024-2025,regular,91.8,0.0,90.43505,88.86
198807,2.0,01-05-2023,9.25,1,others,he has won various awards in sports at various level,district,Daniel Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198808,4.0,01-05-2023,7.88,1,hobbies,singing,school,Junaid Tariq,2024-2025,regular,91.8,0.0,90.43505,88.86
198809,2.0,01-05-2023,9.9,1,sports,badminton and throwball,school,Ramesh Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198810,2.0,01-05-2023,8.65,1,cultural,performed at annual day,school,Francis Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198811,2.0,01-05-2023,0,0,hobbies,singing,school,Meera Bansal,2024-2025,regular,91.8,0.0,90.43505,88.86
198812,2.0,01-05-2023,8.45,1,sports,athletics,state,Ramesh Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198813,2.0,01-05-2023,7.35,1,games,badminton,state,Neha Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198814,4.0,01-05-2023,9.21,1,sports,football,school,Varun Bansal,2024-2025,regular,91.8,0.0,90.43505,88.86
198815,4.0,01-05-2023,0,0,sports,"cricket, volleyball",district,Ramesh Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198816,4.0,01-05-2023,8.79,1,games,table tennis,school,Kavita Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198817,4.0,01-05-2023,7,1,sports,cricket,school,Pooja Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198818,2.0,01-12-2023,0,0,cultural,musician/pianist/keyboardist,school,Thomas D'Souza,2024-2025,regular,91.8,0.0,90.43505,88.86
198819,2.0,01-12-2023,0,0,sports,kho-kho,school,Sanjay Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198820,2.0,01-12-2023,0,0,games,chess,school,Sameer Wahid,2024-2025,regular,91.8,0.0,90.43505,88.86
198821,2.0,01-12-2023,7.43,1,hobbies,"singing, dancing, swimming",school,Rahul Trivedi,2024-2025,regular,91.8,0.0,90.43505,88.86
198822,2.0,01-12-2023,5.63,1,sports,cricket,school,Sameer Shaikh,2024-2025,regular,91.8,0.0,90.43505,88.86
198823,2.0,01-12-2023,7.25,1,games,football,school,Meera Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198824,2.0,01-12-2023,6.48,1,hobbies,"listening music, playing games,reading books",school,Vikram Verma,2024-2025,regular,91.8,0.0,90.43505,88.86
198825,2.0,01-12-2023,7.13,1,sports,"football,badminton",school,Amit Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198826,2.0,01-12-2023,7.08,1,games,carrom,school,Neha Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198827,2.0,01-12-2023,7.75,1,cultural,drama,school,Meera Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198828,4.0,01-05-2023,6.75,1,hobbies,"painting,sketching,dancing,movies",school,Elizabeth Fernandes,2024-2025,regular,91.8,0.0,90.43505,88.86
198829,2.0,01-12-2023,0,0,others,none,school,Stephen Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198830,2.0,01-12-2023,7.7,1,sports,football,district,Paul Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198831,2.0,01-12-2023,0,0,games,fifa ,district,Rajesh Bansal,2024-2025,regular,91.8,0.0,90.43505,88.86
198832,2.0,01-12-2023,6.85,rs1,cultural,danced,school,Kavita Choudhary,2024-2025,regular,91.8,0.0,90.43505,88.86
198833,4.0,01-05-2023,8.29,1,others,part time youtuber (subscribe to my channel please!!!!),national,Michael Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198834,4.0,01-05-2023,8.75,1,sports,"football, badminton",school,Christopher Dias,2024-2025,regular,91.8,0.0,90.43505,88.86
198835,4.0,01-05-2023,0,0,hobbies,"gaming, youtubing",school,Sneha Trivedi,2024-2025,regular,91.8,0.0,90.43505,88.86
198836,2.0,01-05-2023,0,0,sports,football,school,Manish Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198837,2.0,01-05-2023,0,0,games,"fifa 16, gta 5, counter strike",national,Paul Carvalho,2024-2025,regular,91.8,0.0,90.43505,88.86
198838,2.0,01-05-2023,5.83,1,cultural,"dancing, acting",school,Elizabeth D’Mello,2024-2025,regular,91.8,0.0,90.43505,88.86
198839,2.0,01-05-2023,0,0,hobbies,"football, gaming, dancing",school,Rahul Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198840,4.0,01-05-2023,6.5,1,others,"ludo, monopoly ",school,Francis Gomes,2024-2025,regular,91.8,0.0,90.43505,88.86
198841,4.0,01-05-2023,7.46,1,sports,cricket,school,Meera Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198842,4.0,01-05-2023,8.17,1,games,"carrom,chess",school,Manish Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198843,4.0,01-05-2023,8.33,1,cultural,none,school,Pooja Chopra,2024-2025,regular,91.8,0.0,90.43505,88.86
198844,4.0,01-05-2023,6.29,1,hobbies,"painting,sketching",school,Mary Noronha,2024-2025,regular,91.8,0.0,90.43505,88.86
198845,4.0,01-05-2023,8.21,1,others,none,school,Peter Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198846,4.0,01-05-2023,8.25,1,sports,"football, table tennis",school,Deepak Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198847,4.0,01-05-2023,8.33,1,cultural,guitar,school,Sanjay Nair,2024-2025,regular,91.8,0.0,90.43505,88.86
198848,4.0,01-05-2023,8.71,1,sports,to ride the downward spiral to hell!! [international level],national,Francis Monteiro,2024-2025,regular,91.8,0.0,90.43505,88.86
198849,2.0,01-12-2023,7.28,1,games,game of life? [spiritual level],national,Kavita Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198850,2.0,01-12-2023,9.1,1,cultural,culturally trained to judge people [from outer side but crying about my own life from the inner side],national,Kavita Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198851,2.0,01-05-2023,0,0,hobbies,"frequently take impossible tasks ,achieve it and make inappropriate jokes, if i dont complete the target,well idc and idk [international level]",national,Sanjay Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198852,2.0,01-05-2023,0,0,others,blue whale [spiritual level],national,Pooja Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198853,2.0,01-05-2023,0,0,sports,football,district,Priya Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198854,2.0,01-05-2023,6.65,1,games,football,district,Kavita Kulkarni,2024-2025,regular,91.8,0.0,90.43505,88.86
198855,2.0,01-05-2023,6.85,1,cultural,none,school,Zara Kazmi,2024-2025,regular,91.8,0.0,90.43505,88.86
198856,2.0,01-05-2023,0,0,hobbies,reading,school,Junaid Kazmi,2024-2025,regular,91.8,0.0,90.43505,88.86
198857,2.0,01-05-2023,7,1,others,coding,school,Michael Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198858,2.0,01-05-2023,7.95,1,sports,took a part in a sports competions,school,Sanjay Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198859,2.0,01-05-2023,8.85,1,sports,"football,cricket",school,Manish Trivedi,2024-2025,regular,91.8,0.0,90.43505,88.86
198860,2.0,01-05-2023,7.45,1,games,"clash of clans,clash royale,cs-go,cs-1.6,",district,Neha Saxena,2024-2025,regular,91.8,0.0,90.43505,88.86
198861,2.0,01-05-2023,7.7,1,sports,karate,district,David Menezes,2024-2025,regular,91.8,0.0,90.43505,88.86
198862,2.0,01-05-2023,7.75,1,cultural,music,school,Rohit Sharma,2024-2025,regular,91.8,0.0,90.43505,88.86
198863,2.0,01-05-2023,0,0,hobbies,music,school,Meera Mehta,2024-2025,regular,91.8,0.0,90.43505,88.86
198864,2.0,01-05-2023,8.95,1,sports,basketball,district,Anjali Reddy,2024-2025,regular,91.8,0.0,90.43505,88.86
198865,3.0,01-12-2022,7.17,1,sports,-,school,Rajesh Malhotra,2024-2025,regular,91.8,0.0,90.43505,88.86
198866,2.0,01-05-2023,7.58,1,games,-,school,Amit Iyer,2024-2025,regular,91.8,0.0,90.43505,88.86
198867,2.0,01-05-2023,8.18,1,cultural,-,school,Sanjay Nair,2024-2025,regular,91.8,0.0,90.43505,88.86
198868,2.0,01-05-2023,7.05,1,hobbies,-,school,Joseph Pereira,2024-2025,regular,91.8,0.0,90.43505,88.86
198869,2.0,01-05-2023,0,0,others,-,school,Zara Shan,2024-2025,regular,91.8,0.0,90.43505,88.86
198870,2.0,01-05-2023,8.15,1,sports,running races,school,Neha Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198871,2.0,01-05-2023,8.53,1,games,"kho-kho, hand ball",school,Aarav Bhatt,2024-2025,regular,91.8,0.0,90.43505,88.86
198872,2.0,01-05-2023,0,0,cultural,"skit, drama",school,Rohit Patel,2024-2025,regular,91.8,0.0,90.43505,88.86
198873,2.0,01-05-2023,8.5,1,hobbies,"reading books, sketching",school,David Pinto,2024-2025,regular,91.8,0.0,90.43505,88.86
198874,2.0,01-05-2023,0,0,sports,-,national,Meera Pandey,2024-2025,regular,91.8,0.0,90.43505,88.86
198875,2.0,01-05-2023,7.3,1,games,-,national,Yusuf Qureshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198876,2.0,01-05-2023,8.6,1,cultural,-,national,Daniel D’Mello,2024-2025,regular,91.8,0.0,90.43505,88.86
198877,2.0,01-05-2023,7.88,1,hobbies,-,national,Deepak Joshi,2024-2025,regular,91.8,0.0,90.43505,88.86
198878,2.0,01-05-2023,0,0,others,-,national,David Rodrigues,2024-2025,regular,91.8,0.0,90.43505,88.86
198879,2.0,01-05-2023,0,0,sports,kabaddi,school,Omar Siddiqui,2024-2025,regular,91.8,0.0,90.43505,88.86
198880,2.0,01-05-2023,7.5,1,cultural,skit and street plays,school,Nikita Desai,2024-2025,regular,91.8,0.0,90.43505,88.86
198881,2.0,01-05-2023,0,0,hobbies,cycling and swimming,school,Margaret Almeida,2024-2025,regular,91.8,0.0,90.43505,88.86
